Gene name in Model,Gene ID,Reaction,Reaction Name,Reaction Formula,GPR in model,Pathway
206477,DVU1043,rxn00917,Xanthosine-5-phosphate:L-glutamine amido-ligase (AMP-forming),cpd00053[c] + cpd00497[c] + cpd00001[c] + cpd00002[c]  -> cpd00126[c] + cpd00067[c] + cpd00012[c] + cpd00023[c] + cpd00018[c] ,206477,Purine conversions
209431,DVU0494,rxn02914,3-Phosphoserine:2-oxoglutarate aminotransferase,cpd00024[c] + cpd00738[c]  <=> cpd02069[c] + cpd00023[c] ,209431,Glycine and Serine Utilization
208298,DVU2792,rxn14416,rnf (Ferredoxin-NAD(+) reductase,cpd11620[c] + 2 cpd00067[c] + cpd00003[c]  <=> cpd11621[c] + cpd00067[e] + cpd00004[c] ,( 208298 and 208299 and 208299 and 208300 and 208301 and 208302 and 208303 ),
208299,DVU2793,rxn14416,rnf (Ferredoxin-NAD(+) reductase,cpd11620[c] + 2 cpd00067[c] + cpd00003[c]  <=> cpd11621[c] + cpd00067[e] + cpd00004[c] ,( 208298 and 208299 and 208299 and 208300 and 208301 and 208302 and 208303 ),
208300,DVU2794,rxn14416,rnf (Ferredoxin-NAD(+) reductase,cpd11620[c] + 2 cpd00067[c] + cpd00003[c]  <=> cpd11621[c] + cpd00067[e] + cpd00004[c] ,( 208298 and 208299 and 208299 and 208300 and 208301 and 208302 and 208303 ),
208301,DVU2795,rxn14416,rnf (Ferredoxin-NAD(+) reductase,cpd11620[c] + 2 cpd00067[c] + cpd00003[c]  <=> cpd11621[c] + cpd00067[e] + cpd00004[c] ,( 208298 and 208299 and 208299 and 208300 and 208301 and 208302 and 208303 ),
208302,DVU2796,rxn14416,rnf (Ferredoxin-NAD(+) reductase,cpd11620[c] + 2 cpd00067[c] + cpd00003[c]  <=> cpd11621[c] + cpd00067[e] + cpd00004[c] ,( 208298 and 208299 and 208299 and 208300 and 208301 and 208302 and 208303 ),
208303,DVU2797,rxn14416,rnf (Ferredoxin-NAD(+) reductase,cpd11620[c] + 2 cpd00067[c] + cpd00003[c]  <=> cpd11621[c] + cpd00067[e] + cpd00004[c] ,( 208298 and 208299 and 208299 and 208300 and 208301 and 208302 and 208303 ),
209544,DVU0600,rxn08793A,L-Lactate dehydrogenase (menaquinone),cpd00159[c] + cpd18073[c]  -> cpd00020[c] + cpd18072[c] ,(( 208541 and 208542 ) or 209544 or 208290 or 209186 ),
208290,DVU2784,rxn08793A,L-Lactate dehydrogenase (menaquinone),cpd00159[c] + cpd18073[c]  -> cpd00020[c] + cpd18072[c] ,(( 208541 and 208542 ) or 209544 or 208290 or 209186 ),
209186,DVU0253,rxn08793A,L-Lactate dehydrogenase (menaquinone),cpd00159[c] + cpd18073[c]  -> cpd00020[c] + cpd18072[c] ,(( 208541 and 208542 ) or 209544 or 208290 or 209186 ),
207889,DVU2398,rxn14417A, Hdr/Flox,cpd11620[c] + 2 cpd00003[c] + cpd18072[c]  <=> cpd11621[c] + 2 cpd00004[c] + cpd18073[c] ,207889 and 207890 and 207891 and 207892 and 207893 and 207894 and 207895,
207890,DVU2399,rxn14417A, Hdr/Flox,cpd11620[c] + 2 cpd00003[c] + cpd18072[c]  <=> cpd11621[c] + 2 cpd00004[c] + cpd18073[c] ,207889 and 207890 and 207891 and 207892 and 207893 and 207894 and 207895,
207891,DVU2400,rxn14417A, Hdr/Flox,cpd11620[c] + 2 cpd00003[c] + cpd18072[c]  <=> cpd11621[c] + 2 cpd00004[c] + cpd18073[c] ,207889 and 207890 and 207891 and 207892 and 207893 and 207894 and 207895,
207892,DVU2401,rxn14417A, Hdr/Flox,cpd11620[c] + 2 cpd00003[c] + cpd18072[c]  <=> cpd11621[c] + 2 cpd00004[c] + cpd18073[c] ,207889 and 207890 and 207891 and 207892 and 207893 and 207894 and 207895,
206116,DVU0692,rxn14412,QRC,cpd15499[c] + 2 cpd00109[e]  <=> 2 cpd00110[e] + 2 cpd00067[c] + cpd15500[c] ,( 206116 and 206117 and 206118 and 11399161 ),
206117,DVU0693,rxn14412,QRC,cpd15499[c] + 2 cpd00109[e]  <=> 2 cpd00110[e] + 2 cpd00067[c] + cpd15500[c] ,( 206116 and 206117 and 206118 and 11399161 ),
206118,DVU0694,rxn14412,QRC,cpd15499[c] + 2 cpd00109[e]  <=> 2 cpd00110[e] + 2 cpd00067[c] + cpd15500[c] ,( 206116 and 206117 and 206118 and 11399161 ),
11399161,,rxn14412,QRC,cpd15499[c] + 2 cpd00109[e]  <=> 2 cpd00110[e] + 2 cpd00067[c] + cpd15500[c] ,( 206116 and 206117 and 206118 and 11399161 ),
206645,,rxn079873,oxoacyl-[acyl-carrier-protein] reductase (n-C12:1),cpd00005[c] + cpd00067[c] + cpd15373[c]  -> cpd00006[c] + cpd15366[c] ,( 206645 ) or ( 208656 ),
206150,DVU0724,rxn05215,Sodium-alaninie symporter,cpd00035[c] + cpd00971[c]  <=> cpd00971[e] + cpd00035[e] ,206150,Transporters 
207772,DVU2286,rxn14418,Coo Hydrogenase,cpd11620[c] + 4 cpd00067[c] + cpd15499[c]  <=> cpd11621[c] + 2 cpd00067[e] + cpd15500[c] + 2 cpd11640[e] ,( 207772 and 207774 and 207775 and 207776 and 207777 and 207778 ),
207774,DVU2287,rxn14418,Coo Hydrogenase,cpd11620[c] + 4 cpd00067[c] + cpd15499[c]  <=> cpd11621[c] + 2 cpd00067[e] + cpd15500[c] + 2 cpd11640[e] ,( 207772 and 207774 and 207775 and 207776 and 207777 and 207778 ),
207775,DVU2288,rxn14418,Coo Hydrogenase,cpd11620[c] + 4 cpd00067[c] + cpd15499[c]  <=> cpd11621[c] + 2 cpd00067[e] + cpd15500[c] + 2 cpd11640[e] ,( 207772 and 207774 and 207775 and 207776 and 207777 and 207778 ),
207776,DVU2289,rxn14418,Coo Hydrogenase,cpd11620[c] + 4 cpd00067[c] + cpd15499[c]  <=> cpd11621[c] + 2 cpd00067[e] + cpd15500[c] + 2 cpd11640[e] ,( 207772 and 207774 and 207775 and 207776 and 207777 and 207778 ),
207777,DVU2290,rxn14418,Coo Hydrogenase,cpd11620[c] + 4 cpd00067[c] + cpd15499[c]  <=> cpd11621[c] + 2 cpd00067[e] + cpd15500[c] + 2 cpd11640[e] ,( 207772 and 207774 and 207775 and 207776 and 207777 and 207778 ),
207778,DVU2291,rxn14418,Coo Hydrogenase,cpd11620[c] + 4 cpd00067[c] + cpd15499[c]  <=> cpd11621[c] + 2 cpd00067[e] + cpd15500[c] + 2 cpd11640[e] ,( 207772 and 207774 and 207775 and 207776 and 207777 and 207778 ),
209531,DVU0587,rxn00371A,Fdh,2 cpd00109[e] + cpd00047[e]  -> 2 cpd00110[e] + cpd00067[e] + cpd00011[e] ,( 209531 and 209532 ) or ( 208320 and 208319 and 208318 ),
209532,DVU0588,rxn00371A,Fdh,2 cpd00109[e] + cpd00047[e]  -> 2 cpd00110[e] + cpd00067[e] + cpd00011[e] ,( 209531 and 209532 ) or ( 208320 and 208319 and 208318 ),
208320,DVU2812,rxn00371A,Fdh,2 cpd00109[e] + cpd00047[e]  -> 2 cpd00110[e] + cpd00067[e] + cpd00011[e] ,( 209531 and 209532 ) or ( 208320 and 208319 and 208318 ),
208319,DVU2811,rxn00371A,Fdh,2 cpd00109[e] + cpd00047[e]  -> 2 cpd00110[e] + cpd00067[e] + cpd00011[e] ,( 209531 and 209532 ) or ( 208320 and 208319 and 208318 ),
208318,DVU2810,rxn00371A,Fdh,2 cpd00109[e] + cpd00047[e]  -> 2 cpd00110[e] + cpd00067[e] + cpd00011[e] ,( 209531 and 209532 ) or ( 208320 and 208319 and 208318 ),
408312,DVU1290,rxn14404,DsrMJKOP_mql,2 cpd00067[c] + cpd15499[c] + cpd18073[c]  <=> 2 cpd00067[e] + cpd15500[c] + cpd18072[c] ,( 408312 and 206730 and 206729 and 206728 and 206727 ),
408312,DVU1290,rxn14405,DsrMJKOP_cytc3,2 cpd00110[e] + 2 cpd00067[c] + cpd18073[c]  -> 2 cpd00109[e] + cpd18072[c] ,( 408312 and 206730 and 206729 and 206728 and 206727 ),
408312,DVU1290,rxn14420,DsrMJKOPmix,2 cpd00110[e] + 4 cpd00067[c] + cpd18073[c]  -> 2 cpd00067[e] + 2 cpd00109[e] + cpd18072[c] ,408312 and 206730 and 206729 and 206728 and 206727,DsrMJKOPmix
206730,DVU1289,rxn14404,DsrMJKOP_mql,2 cpd00067[c] + cpd15499[c] + cpd18073[c]  <=> 2 cpd00067[e] + cpd15500[c] + cpd18072[c] ,( 408312 and 206730 and 206729 and 206728 and 206727 ),
206730,DVU1289,rxn14405,DsrMJKOP_cytc3,2 cpd00110[e] + 2 cpd00067[c] + cpd18073[c]  -> 2 cpd00109[e] + cpd18072[c] ,( 408312 and 206730 and 206729 and 206728 and 206727 ),
206730,DVU1289,rxn14420,DsrMJKOPmix,2 cpd00110[e] + 4 cpd00067[c] + cpd18073[c]  -> 2 cpd00067[e] + 2 cpd00109[e] + cpd18072[c] ,408312 and 206730 and 206729 and 206728 and 206727,DsrMJKOPmix
206729,DVU1288,rxn14404,DsrMJKOP_mql,2 cpd00067[c] + cpd15499[c] + cpd18073[c]  <=> 2 cpd00067[e] + cpd15500[c] + cpd18072[c] ,( 408312 and 206730 and 206729 and 206728 and 206727 ),
206729,DVU1288,rxn14405,DsrMJKOP_cytc3,2 cpd00110[e] + 2 cpd00067[c] + cpd18073[c]  -> 2 cpd00109[e] + cpd18072[c] ,( 408312 and 206730 and 206729 and 206728 and 206727 ),
206729,DVU1288,rxn14420,DsrMJKOPmix,2 cpd00110[e] + 4 cpd00067[c] + cpd18073[c]  -> 2 cpd00067[e] + 2 cpd00109[e] + cpd18072[c] ,408312 and 206730 and 206729 and 206728 and 206727,DsrMJKOPmix
206728,DVU1287,rxn14404,DsrMJKOP_mql,2 cpd00067[c] + cpd15499[c] + cpd18073[c]  <=> 2 cpd00067[e] + cpd15500[c] + cpd18072[c] ,( 408312 and 206730 and 206729 and 206728 and 206727 ),
206728,DVU1287,rxn14405,DsrMJKOP_cytc3,2 cpd00110[e] + 2 cpd00067[c] + cpd18073[c]  -> 2 cpd00109[e] + cpd18072[c] ,( 408312 and 206730 and 206729 and 206728 and 206727 ),
206728,DVU1287,rxn14420,DsrMJKOPmix,2 cpd00110[e] + 4 cpd00067[c] + cpd18073[c]  -> 2 cpd00067[e] + 2 cpd00109[e] + cpd18072[c] ,408312 and 206730 and 206729 and 206728 and 206727,DsrMJKOPmix
206727,DVU1286,rxn14404,DsrMJKOP_mql,2 cpd00067[c] + cpd15499[c] + cpd18073[c]  <=> 2 cpd00067[e] + cpd15500[c] + cpd18072[c] ,( 408312 and 206730 and 206729 and 206728 and 206727 ),
206727,DVU1286,rxn14405,DsrMJKOP_cytc3,2 cpd00110[e] + 2 cpd00067[c] + cpd18073[c]  -> 2 cpd00109[e] + cpd18072[c] ,( 408312 and 206730 and 206729 and 206728 and 206727 ),
206727,DVU1286,rxn14420,DsrMJKOPmix,2 cpd00110[e] + 4 cpd00067[c] + cpd18073[c]  -> 2 cpd00067[e] + 2 cpd00109[e] + cpd18072[c] ,408312 and 206730 and 206729 and 206728 and 206727,DsrMJKOPmix
206201,DVU0774,rxn10042,rxn10042,cpd00009[c] + 4 cpd00067[e] + cpd00008[c]  <=> 3 cpd00067[c] + cpd00001[c] + cpd00002[c] ,( 206201 and 206202 and 206203 and 206204 and 206205 and 206206 and 206207 and 206347 and 206348 and ( 206350 )),Transporters 
206202,DVU0775,rxn10042,rxn10042,cpd00009[c] + 4 cpd00067[e] + cpd00008[c]  <=> 3 cpd00067[c] + cpd00001[c] + cpd00002[c] ,( 206201 and 206202 and 206203 and 206204 and 206205 and 206206 and 206207 and 206347 and 206348 and ( 206350 )),Transporters 
206203,DVU0776,rxn10042,rxn10042,cpd00009[c] + 4 cpd00067[e] + cpd00008[c]  <=> 3 cpd00067[c] + cpd00001[c] + cpd00002[c] ,( 206201 and 206202 and 206203 and 206204 and 206205 and 206206 and 206207 and 206347 and 206348 and ( 206350 )),Transporters 
206204,DVU0777,rxn10042,rxn10042,cpd00009[c] + 4 cpd00067[e] + cpd00008[c]  <=> 3 cpd00067[c] + cpd00001[c] + cpd00002[c] ,( 206201 and 206202 and 206203 and 206204 and 206205 and 206206 and 206207 and 206347 and 206348 and ( 206350 )),Transporters 
206205,DVU0778,rxn10042,rxn10042,cpd00009[c] + 4 cpd00067[e] + cpd00008[c]  <=> 3 cpd00067[c] + cpd00001[c] + cpd00002[c] ,( 206201 and 206202 and 206203 and 206204 and 206205 and 206206 and 206207 and 206347 and 206348 and ( 206350 )),Transporters 
206206,DVU0779,rxn10042,rxn10042,cpd00009[c] + 4 cpd00067[e] + cpd00008[c]  <=> 3 cpd00067[c] + cpd00001[c] + cpd00002[c] ,( 206201 and 206202 and 206203 and 206204 and 206205 and 206206 and 206207 and 206347 and 206348 and ( 206350 )),Transporters 
206207,DVU0780,rxn10042,rxn10042,cpd00009[c] + 4 cpd00067[e] + cpd00008[c]  <=> 3 cpd00067[c] + cpd00001[c] + cpd00002[c] ,( 206201 and 206202 and 206203 and 206204 and 206205 and 206206 and 206207 and 206347 and 206348 and ( 206350 )),Transporters 
206347,DVU0917,rxn10042,rxn10042,cpd00009[c] + 4 cpd00067[e] + cpd00008[c]  <=> 3 cpd00067[c] + cpd00001[c] + cpd00002[c] ,( 206201 and 206202 and 206203 and 206204 and 206205 and 206206 and 206207 and 206347 and 206348 and ( 206350 )),Transporters 
206348,DVU0918,rxn10042,rxn10042,cpd00009[c] + 4 cpd00067[e] + cpd00008[c]  <=> 3 cpd00067[c] + cpd00001[c] + cpd00002[c] ,( 206201 and 206202 and 206203 and 206204 and 206205 and 206206 and 206207 and 206347 and 206348 and ( 206350 )),Transporters 
206350,,rxn10042,rxn10042,cpd00009[c] + 4 cpd00067[e] + cpd00008[c]  <=> 3 cpd00067[c] + cpd00001[c] + cpd00002[c] ,( 206201 and 206202 and 206203 and 206204 and 206205 and 206206 and 206207 and 206347 and 206348 and ( 206350 )),Transporters 
209338,DVU0402,rxn14403,Sulfite Reductase (DsrABC),cpd00081[c] + cpd00067[c] + 3 cpd18072[c]  <=> cpd00239[c] + 3 cpd00001[c] + 3 cpd18073[c] ,( 209338 and 209339 and 208282 ),
209339,DVU0403,rxn14403,Sulfite Reductase (DsrABC),cpd00081[c] + cpd00067[c] + 3 cpd18072[c]  <=> cpd00239[c] + 3 cpd00001[c] + 3 cpd18073[c] ,( 209338 and 209339 and 208282 ),
208282,DVU2776,rxn14403,Sulfite Reductase (DsrABC),cpd00081[c] + cpd00067[c] + 3 cpd18072[c]  <=> cpd00239[c] + 3 cpd00001[c] + 3 cpd18073[c] ,( 209338 and 209339 and 208282 ),
209475,DVU0536,rxn14413A,Hmc,cpd15500[c] + cpd00109[e] + 1.5 cpd18072[c]  <=> cpd00110[e] + cpd00067[c] + cpd15499[c] + 1.5 cpd18073[c] ,( 209475 and 209474 and 209473 and 209472 and 209471 and 209470 ),
209474,DVU0535,rxn14413A,Hmc,cpd15500[c] + cpd00109[e] + 1.5 cpd18072[c]  <=> cpd00110[e] + cpd00067[c] + cpd15499[c] + 1.5 cpd18073[c] ,( 209475 and 209474 and 209473 and 209472 and 209471 and 209470 ),
209473,DVU0534,rxn14413A,Hmc,cpd15500[c] + cpd00109[e] + 1.5 cpd18072[c]  <=> cpd00110[e] + cpd00067[c] + cpd15499[c] + 1.5 cpd18073[c] ,( 209475 and 209474 and 209473 and 209472 and 209471 and 209470 ),
209472,DVU0533,rxn14413A,Hmc,cpd15500[c] + cpd00109[e] + 1.5 cpd18072[c]  <=> cpd00110[e] + cpd00067[c] + cpd15499[c] + 1.5 cpd18073[c] ,( 209475 and 209474 and 209473 and 209472 and 209471 and 209470 ),
209471,DVU0532,rxn14413A,Hmc,cpd15500[c] + cpd00109[e] + 1.5 cpd18072[c]  <=> cpd00110[e] + cpd00067[c] + cpd15499[c] + 1.5 cpd18073[c] ,( 209475 and 209474 and 209473 and 209472 and 209471 and 209470 ),
209470,DVU0531,rxn14413A,Hmc,cpd15500[c] + cpd00109[e] + 1.5 cpd18072[c]  <=> cpd00110[e] + cpd00067[c] + cpd15499[c] + 1.5 cpd18073[c] ,( 209475 and 209474 and 209473 and 209472 and 209471 and 209470 ),
206273,,rxn11934B_SR,QMO (Sulfate Reducing),cpd11620[c] + 2 cpd00193[c] + 4 cpd00067[c] + cpd15499[c]  <=> 2 cpd00081[c] + cpd11621[c] + 2 cpd00067[e] + cpd15500[c] + 2 cpd... <Preview truncated at 128 characters>,(206273 and 206274 and 206275 and 206276 and 206277),
206273,,rxn11934B_CC,QMO (Co-culture),cpd11620[c] + 2 cpd00067[c] + 2 cpd15500[c] + cpd18072[c]  -> cpd11621[c] + 2 cpd15499[c] + cpd18073[c] ,(206273 and 206274 and 206275 and 206276 and 206277),
206274,DVU0847,rxn11934B_SR,QMO (Sulfate Reducing),cpd11620[c] + 2 cpd00193[c] + 4 cpd00067[c] + cpd15499[c]  <=> 2 cpd00081[c] + cpd11621[c] + 2 cpd00067[e] + cpd15500[c] + 2 cpd... <Preview truncated at 128 characters>,(206273 and 206274 and 206275 and 206276 and 206277),
206274,DVU0847,rxn11934B_CC,QMO (Co-culture),cpd11620[c] + 2 cpd00067[c] + 2 cpd15500[c] + cpd18072[c]  -> cpd11621[c] + 2 cpd15499[c] + cpd18073[c] ,(206273 and 206274 and 206275 and 206276 and 206277),
206275,DVU0848,rxn11934B_SR,QMO (Sulfate Reducing),cpd11620[c] + 2 cpd00193[c] + 4 cpd00067[c] + cpd15499[c]  <=> 2 cpd00081[c] + cpd11621[c] + 2 cpd00067[e] + cpd15500[c] + 2 cpd... <Preview truncated at 128 characters>,(206273 and 206274 and 206275 and 206276 and 206277),
206275,DVU0848,rxn11934B_CC,QMO (Co-culture),cpd11620[c] + 2 cpd00067[c] + 2 cpd15500[c] + cpd18072[c]  -> cpd11621[c] + 2 cpd15499[c] + cpd18073[c] ,(206273 and 206274 and 206275 and 206276 and 206277),
206276,DVU0849,rxn11934B_SR,QMO (Sulfate Reducing),cpd11620[c] + 2 cpd00193[c] + 4 cpd00067[c] + cpd15499[c]  <=> 2 cpd00081[c] + cpd11621[c] + 2 cpd00067[e] + cpd15500[c] + 2 cpd... <Preview truncated at 128 characters>,(206273 and 206274 and 206275 and 206276 and 206277),
206276,DVU0849,rxn11934B_CC,QMO (Co-culture),cpd11620[c] + 2 cpd00067[c] + 2 cpd15500[c] + cpd18072[c]  -> cpd11621[c] + 2 cpd15499[c] + cpd18073[c] ,(206273 and 206274 and 206275 and 206276 and 206277),
206277,DVU0850,rxn11934B_SR,QMO (Sulfate Reducing),cpd11620[c] + 2 cpd00193[c] + 4 cpd00067[c] + cpd15499[c]  <=> 2 cpd00081[c] + cpd11621[c] + 2 cpd00067[e] + cpd15500[c] + 2 cpd... <Preview truncated at 128 characters>,(206273 and 206274 and 206275 and 206276 and 206277),
206277,DVU0850,rxn11934B_CC,QMO (Co-culture),cpd11620[c] + 2 cpd00067[c] + 2 cpd15500[c] + cpd18072[c]  -> cpd11621[c] + 2 cpd15499[c] + cpd18073[c] ,(206273 and 206274 and 206275 and 206276 and 206277),
209197,DVU0263,rxn14419,Tmc,2 cpd00109[e] + cpd18072[c]  <=> 2 cpd00110[e] + 2 cpd00067[c] + cpd18073[c] ,( 209197 and 209198 and 209199 and 209200 ),
209198,DVU0264,rxn14419,Tmc,2 cpd00109[e] + cpd18072[c]  <=> 2 cpd00110[e] + 2 cpd00067[c] + cpd18073[c] ,( 209197 and 209198 and 209199 and 209200 ),
209199,DVU0265,rxn14419,Tmc,2 cpd00109[e] + cpd18072[c]  <=> 2 cpd00110[e] + 2 cpd00067[c] + cpd18073[c] ,( 209197 and 209198 and 209199 and 209200 ),
209200,DVU0266,rxn14419,Tmc,2 cpd00109[e] + cpd18072[c]  <=> 2 cpd00110[e] + 2 cpd00067[c] + cpd18073[c] ,( 209197 and 209198 and 209199 and 209200 ),
MMP0486,MMP0486,rxn02483[c0],4-Carboxymuconolactone carboxy-lyase c0,cpd00067[c0] + cpd00938[c0]  -> cpd02255[c0] + cpd00011[c0] ,( MMP0807 or MMP0486 ),
MMP0807,MMP0807,rxn02483[c0],4-Carboxymuconolactone carboxy-lyase c0,cpd00067[c0] + cpd00938[c0]  -> cpd02255[c0] + cpd00011[c0] ,( MMP0807 or MMP0486 ),
MMP0013,MMP0013,rxn00802[c0],N-L-Argininosuccinate arginie-lyase c0,cpd02152[c0]  <=> cpd00106[c0] + cpd00051[c0] ,MMP0013,
MMP1076,MMP1076,rxn03638[c0],Acetyl-CoA D-glucosamine-1-phosphate N-acetyltransferase c0,cpd03671[c0] + cpd00022[c0]  -> cpd00067[c0] + cpd02611[c0] + cpd00010[c0] ,( MMP1076 and MMP1076 ),
MMP1076,MMP1076,rxn00293[c0],UTP N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase c0,cpd02611[c0] + cpd00062[c0]  <=> cpd00012[c0] + cpd00037[c0] ,( MMP1076 and MMP1076 ),
MMP1076,MMP1076,rxn01675[c0],dTTP alpha-D-glucose-1-phosphate thymidylyltransferase c0,cpd00357[c0] + cpd00089[c0]  -> cpd00012[c0] + cpd00626[c0] ,MMP1076,
MMP0012,MMP0012,rxn06078[c0],O-Acetyl-L-homoserine acetate-lyase adding methanethiol c0,cpd00790[c0] + cpd00268[c0] + cpd11421[c0]  -> cpd11420[c0] + cpd00135[c0] + cpd00081[c0] + cpd00029[c0] ,MMP0012,
MMP0012,MMP0012,rxn00952[c0],O-Acetyl-L-homoserine acetate-lyase adding methanethiol c0,cpd00790[c0] + cpd00239[c0]  -> cpd00067[c0] + cpd00135[c0] + cpd00029[c0] ,MMP0012,
MMP0012,MMP0012,rxn05957[c0],O-Succinyl-L-homoserine succinate-lyase adding cysteine c0,cpd00239[c0] + cpd00822[c0]  -> cpd00067[c0] + cpd00135[c0] + cpd00036[c0] ,MMP0012,
MMP1204,MMP1204,rxn12636[c0],aminopeptidase c0,cpd00067[c0] + cpd00001[c0] + cpd11590[c0]  <=> cpd00060[c0] + cpd00035[c0] ,( MMP1204 or MMP1444 ),
MMP1204,MMP1204,rxn12644[c0],aminopeptidase c0,cpd00001[c0] + cpd11582[c0]  <=> cpd00035[c0] + cpd00161[c0] ,( MMP1204 or MMP1444 ),
MMP1204,MMP1204,rxn12637[c0],aminopeptidase c0,cpd00001[c0] + cpd11589[c0]  <=> cpd00041[c0] + cpd00033[c0] ,( MMP1204 or MMP1444 ),
MMP1204,MMP1204,rxn12844[c0],Gly-Cys aminopeptidase c0,cpd00001[c0] + cpd15603[c0]  <=> cpd00033[c0] + cpd00084[c0] ,( MMP1204 or MMP1444 ),
MMP1204,MMP1204,rxn12640[c0],aminopeptidase c0,cpd00001[c0] + cpd11586[c0]  <=> cpd00035[c0] + cpd00023[c0] ,( MMP1204 or MMP1444 ),
MMP1204,MMP1204,rxn12645[c0],aminopeptidase c0,cpd00001[c0] + cpd11581[c0]  <=> cpd00033[c0] + cpd00132[c0] ,( MMP1204 or MMP1444 ),
MMP1204,MMP1204,rxn12845[c0],Gly-Leu aminopeptidase c0,cpd00001[c0] + cpd15604[c0]  <=> cpd00033[c0] + cpd00107[c0] ,( MMP1204 or MMP1444 ),
MMP1204,MMP1204,rxn12641[c0],aminopeptidase c0,cpd00001[c0] + cpd11585[c0]  <=> cpd00035[c0] + cpd00033[c0] ,( MMP1204 or MMP1444 ),
MMP1204,MMP1204,rxn12633[c0],aminopeptidase c0,cpd00001[c0] + cpd11593[c0]  <=> cpd00035[c0] + cpd00041[c0] ,( MMP1204 or MMP1444 ),
MMP1204,MMP1204,rxn00650[c0],membrane alanyl aminopeptidase c0,cpd00001[c0] + cpd01017[c0]  <=> cpd00033[c0] + cpd00084[c0] ,( MMP1204 or MMP1444 ),
MMP1204,MMP1204,rxn12646[c0],aminopeptidase c0,cpd00001[c0] + cpd11580[c0]  <=> cpd00033[c0] + cpd00053[c0] ,( MMP1204 or MMP1444 ),
MMP1204,MMP1204,rxn12846[c0],Gly-Phe aminopeptidase c0,cpd00001[c0] + cpd15605[c0]  <=> cpd00033[c0] + cpd00066[c0] ,( MMP1204 or MMP1444 ),
MMP1204,MMP1204,rxn12642[c0],aminopeptidase c0,cpd00001[c0] + cpd11584[c0]  <=> cpd00035[c0] + cpd00119[c0] ,( MMP1204 or MMP1444 ),
MMP1204,MMP1204,rxn12634[c0],aminopeptidase c0,cpd00001[c0] + cpd11592[c0]  <=> cpd00033[c0] + cpd00023[c0] ,( MMP1204 or MMP1444 ),
MMP1204,MMP1204,rxn12639[c0],aminopeptidase c0,cpd00001[c0] + cpd11587[c0]  <=> cpd00035[c0] + cpd00053[c0] ,( MMP1204 or MMP1444 ),
MMP1204,MMP1204,rxn12847[c0],Gly-Try aminopeptidase c0,cpd00001[c0] + cpd15606[c0]  <=> cpd00033[c0] + cpd00069[c0] ,( MMP1204 or MMP1444 ),
MMP1204,MMP1204,rxn12638[c0],aminopeptidase c0,cpd00001[c0] + cpd11588[c0]  -> cpd00067[c0] + cpd00033[c0] + cpd00129[c0] ,( MMP1204 or MMP1444 ),
MMP1204,MMP1204,rxn12643[c0],aminopeptidase c0,cpd00001[c0] + cpd11583[c0]  -> cpd00035[c0] + cpd00107[c0] ,( MMP1204 or MMP1444 ),
MMP1204,MMP1204,rxn12635[c0],aminopeptidase c0,cpd00001[c0] + cpd11591[c0]  <=> cpd00060[c0] + cpd00033[c0] ,( MMP1204 or MMP1444 ),
MMP1444,MMP1444,rxn12636[c0],aminopeptidase c0,cpd00067[c0] + cpd00001[c0] + cpd11590[c0]  <=> cpd00060[c0] + cpd00035[c0] ,( MMP1204 or MMP1444 ),
MMP1444,MMP1444,rxn12644[c0],aminopeptidase c0,cpd00001[c0] + cpd11582[c0]  <=> cpd00035[c0] + cpd00161[c0] ,( MMP1204 or MMP1444 ),
MMP1444,MMP1444,rxn12637[c0],aminopeptidase c0,cpd00001[c0] + cpd11589[c0]  <=> cpd00041[c0] + cpd00033[c0] ,( MMP1204 or MMP1444 ),
MMP1444,MMP1444,rxn12844[c0],Gly-Cys aminopeptidase c0,cpd00001[c0] + cpd15603[c0]  <=> cpd00033[c0] + cpd00084[c0] ,( MMP1204 or MMP1444 ),
MMP1444,MMP1444,rxn12640[c0],aminopeptidase c0,cpd00001[c0] + cpd11586[c0]  <=> cpd00035[c0] + cpd00023[c0] ,( MMP1204 or MMP1444 ),
MMP1444,MMP1444,rxn12645[c0],aminopeptidase c0,cpd00001[c0] + cpd11581[c0]  <=> cpd00033[c0] + cpd00132[c0] ,( MMP1204 or MMP1444 ),
MMP1444,MMP1444,rxn12845[c0],Gly-Leu aminopeptidase c0,cpd00001[c0] + cpd15604[c0]  <=> cpd00033[c0] + cpd00107[c0] ,( MMP1204 or MMP1444 ),
MMP1444,MMP1444,rxn12641[c0],aminopeptidase c0,cpd00001[c0] + cpd11585[c0]  <=> cpd00035[c0] + cpd00033[c0] ,( MMP1204 or MMP1444 ),
MMP1444,MMP1444,rxn12633[c0],aminopeptidase c0,cpd00001[c0] + cpd11593[c0]  <=> cpd00035[c0] + cpd00041[c0] ,( MMP1204 or MMP1444 ),
MMP1444,MMP1444,rxn00650[c0],membrane alanyl aminopeptidase c0,cpd00001[c0] + cpd01017[c0]  <=> cpd00033[c0] + cpd00084[c0] ,( MMP1204 or MMP1444 ),
MMP1444,MMP1444,rxn12646[c0],aminopeptidase c0,cpd00001[c0] + cpd11580[c0]  <=> cpd00033[c0] + cpd00053[c0] ,( MMP1204 or MMP1444 ),
